from_address,to_address,tx_hash,timestamp,token_address,reserve_address,token_volume,asset_price,usd_token_amount,log_index,transaction_index,block_number
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xa236980c1405612265425bf6042242bda5866ff06c09094267c4483e3fcd05e7,1714062361,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,1818,0.99997657,1817.95740426,10,4,6947389
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xc2a8e4b8976ee54ac25888dcbf948fc778505922d9fd762bf4aca895f0dcbfba,1714063111,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,8739,0.99997657,8738.79524523,5,5,6947764
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x419c9f37c8e6106d69d727e25949c125aa3f0e2f5d17168fc4d3c937cf0d2997,1714063479,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,4288,0.99997657,4287.89953216,19,4,6947948
0x0000000000000000000000000000000000000000,0xF02Ef7d05a54cE1326a5f8EF49CC6359f7246C6D,0x419c9f37c8e6106d69d727e25949c125aa3f0e2f5d17168fc4d3c937cf0d2997,1714063479,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,213738715,0.99997657,213733707.10190755,24,4,6947948
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x138d339ec2872ba04a0a4ff78020a81ce20368d495d97da48306fb77e914155d,1714063523,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,513,0.99997657,512.98798041,4,3,6947970
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x72a7f5114e75f2c7f9b96fb7b17cce4f73e61dfad0c3a87ac72fbdfc7aa65db7,1714063731,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,2423,0.99997657,2422.9432291099997,2,4,6948074
0x0000000000000000000000000000000000000000,0xa118Ef8601369A529e6D01A9802A10B22B584DDc,0x72a7f5114e75f2c7f9b96fb7b17cce4f73e61dfad0c3a87ac72fbdfc7aa65db7,1714063731,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,96394965,0.99997657,96392706.46597004,7,4,6948074
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0x534308bd46c6723e58ccb69e2a5e3041380d9b743e1d7dfad00848a8cd015096,1714063735,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,47,0.99997657,46.99889879,8,8,6948076
0x0000000000000000000000000000000000000000,0x9dFaD69890E5BE09e4ED7837b81D21193a12CcBA,0x534308bd46c6723e58ccb69e2a5e3041380d9b743e1d7dfad00848a8cd015096,1714063735,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,600000000,0.99997657,599985942.0,13,8,6948076
0x0000000000000000000000000000000000000000,0xd93E25A8B1D645b15f8c736E1419b4819Ff9e6EF,0xa068c5992d961d7662e43acc5a9d0fc7e9aca97f160133527fef0d14d1ae4484,1714063883,0xe7334Ad0e325139329E747cF2Fc24538dD564987,0xd988097fb8612cc24eeC14542bC03424c656005f,1723,0.99997657,1722.9596301099998,0,1,6948150
