,contract_address,minute,price,symbol
1993,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2024-04-16 16:00:00.000 UTC,61982.93,WBTC
1994,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-16 16:00:00.000 UTC,1.001881,USDT
1995,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2024-04-16 16:00:00.000 UTC,3023.23,WETH
1996,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:02:00.000 UTC,1.020505,USDY
1997,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:04:00.000 UTC,1.020505,USDY
1998,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:05:00.000 UTC,1.080429,MNT
1999,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:05:00.000 UTC,1.080429,MNT
2000,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:06:00.000 UTC,1.020822,USDY
2001,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:08:00.000 UTC,1.020822,USDY
2002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2024-04-16 16:10:00.000 UTC,3021.52,WETH
2003,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-16 16:10:00.000 UTC,1.002331,USDC
2004,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:10:00.000 UTC,1.076873,MNT
2005,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2024-04-16 16:10:00.000 UTC,61942.04,WBTC
2006,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:10:00.000 UTC,1.076873,MNT
2007,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,2024-04-16 16:10:00.000 UTC,3101.61,mETH
2008,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2024-04-16 16:10:00.000 UTC,1.076873,MNT
2009,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-16 16:10:00.000 UTC,1.002961,USDT
2010,0x96f6ef951840721adbf46ac996b59e0235cb985c,2024-04-16 16:10:00.000 UTC,1.021475,USDY
