user_address,liquidator_address,collateral_asset,liquidated_amount,debt_asset,debt_repaid,tx_hash,timestamp,block_number
0x6Ef4B2EFa5537F15979163715812248Eac5363a0,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x2416092f143378750bb29b79eD961ab195CcEea5,3.348821686798776e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,1005597865,0xb17894441b0cbdfdef4d02d4429345ec85e1a4d4babfc45e768cf10bfd36de4a,1712056793,5944605
0x69252A93a6d8f51FA9E05B0C4Bb481F33b9f5ed6,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,7.040455524550648e+16,0xf0F161fDA2712DB8b566946122a5af183995e2eD,200053800,0xc179da9cf1c24a913ddd952a8aa1ebed119617ba2e5263dd16aa3f5b50ee00a3,1710909275,5370846
0x3971b68C4A8a5e1F7741e442Df6D42914D5C52c9,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0x2416092f143378750bb29b79eD961ab195CcEea5,5.085662068693579e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,145717986,0x73f4b90bcef224dca0fbd68a075fb5293c99fc6dba6d7fbb5e5234d6c004f5a2,1710909275,5370846
0xfb12D57B83f02fD5c4dDe20BDEabbC4492ccB21B,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,6.1927392101625176e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,175048248,0x47203d7b0fa89b2e84dee3d051723ddecfe7e1714ac3b854898e681133be9abc,1710909525,5370971
0xa9bA157770045CfFe977601fD46b9Cc3C4429604,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,3.9243282421815327e+18,0xf0F161fDA2712DB8b566946122a5af183995e2eD,11022999816,0x813104ae08d80cc421f680342d8bfb730de429d94e16b5e2b2b0775640f1271e,1710912205,5372311
0x7b0b1C0b1F851fA51715dAf371cAb147111BdA26,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,7.543395985085878e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,210052646,0xc597e64e1566890d6c9ce63a00173da5d80b5dc6645c6a4b559e1b738831b424,1710912245,5372331
0xB1D96555123E3462caA668A1001c082A5B28e523,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,1.3647822605000018e+17,0xf0F161fDA2712DB8b566946122a5af183995e2eD,393196939,0xd25b590a49bc4ee19500a0f9a1afc9be08781d5ee5b35c5672f9fbd8ba12e615,1710890095,5361256
0x35C722ebc25559E124780Be0CC7A0FeB9fDaD91A,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,8.057576683508774e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,240203884,0xfb8472a316e889ca8ffd6af6d435d8f9149d0d359b4543d03391826ea9879364,1710837709,5335063
0x613F9720a5B5F1a2Ba0F20745c839Edf37013a8f,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,2.9527767688101574e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,875661939,0x5405d1ea1187fd6f09bac52f8af6b91a1ee7d9ca1cf4ce134d6b7dab65796eff,1710837979,5335198
0xaC4C2c4Fd6a42FcD8E58D620601ba9724fD09467,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,1.518564584476763e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,450338550,0xecfb50a558207b5b871e2bec5ee05e241212b7fbf0ecffe0553c4b7f9aca51f2,1710837979,5335198
0x2237755b8097C9793605e120AfFe9a034c98b1f4,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,6.749821352820715e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,200169607,0x63e8c5fd7a7b4538a88735564a55f17b3f1a1166386558f9f523bd2c7cb70319,1710837979,5335198
0x1b859313Ae0FCf5c03c7b2B87FFEdfB4A131E6C3,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,1.6994796187288413e+17,0xf0F161fDA2712DB8b566946122a5af183995e2eD,500418030,0xedc5933155d26113e375adb567d100b44358c9adf63438fc1c8145f4cd5c3275,1710839139,5335778
0x81337F990C5d6daD73EA8b573B58aAbf1Fc2A9D2,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,6.897455230564568e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,210175569,0x03e33cdaa9464399d01a821fa4f99efc1448fa295fbc8cf826fe05bf61d9d4e6,1710830933,5331675
0x4aB2C59e050825692F854f84f89F442a21297540,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,1.6513599483048262e+17,0xf0F161fDA2712DB8b566946122a5af183995e2eD,500478697,0x9fce2e421ee3bc23500b0c9b17e1db6e33bc24794fc89cd6475f3db7722889ac,1710832493,5332455
0x6B8F3505a3D1119DA626f05c31DD8d39cF15e169,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,1.0994830651798984e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,330277366,0x08630b6ec0430216177926b335a5286356e5605e1dbf1c713bc2d47004f748c7,1710836513,5334465
0x135Af241f091E619B581367ca7a1c7153555Cc9f,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x2416092f143378750bb29b79eD961ab195CcEea5,1.8982747226675853e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,572745469,0x40a0dc0bd556e4efcf193bc99229322af241f7194e757e2df8c606e722d9545c,1710836899,5334658
0x1841CD0164218F107AD242CBe27bcf5BADa92d71,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x4200000000000000000000000000000000000006,7.689237500775264e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,229693945,0x0837600c5b95c2bbc174d08ebcb6a79f4a4b887329920b675b6957cf0ac95f44,1710836973,5334695
0x3971b68C4A8a5e1F7741e442Df6D42914D5C52c9,0x87C71331F516E7ed346a93F9B1AAb9209Ea52A16,0x2416092f143378750bb29b79eD961ab195CcEea5,8.648513546748688e+16,0xd988097fb8612cc24eeC14542bC03424c656005f,291224999,0x1b1aa5a18a1ab1bd2633dc9238e5c95be5bbd767f28856f26ce19a3140a7e93a,1710473151,5152784
0x3fEd8b68ceb76aeE6D1f9a44EFD6872B11EF2aF5,0xC6252708C2416fb57f9CFFf9aeB0112CD449D5a7,0xd988097fb8612cc24eeC14542bC03424c656005f,92211540.0,0xd988097fb8612cc24eeC14542bC03424c656005f,83828673,0xb5deab83e462de46ddae5313d14bac4438d7d033a8220b203735b6352bbe38ce,1710424237,5128327
0xDEc5962f66a2ffD4FA0341aEbc2c8a096e4B0327,0xE127ec89f68EC01E5dBC5Ef896deF830A9Ab187e,0x4200000000000000000000000000000000000006,1.61652325963234e+17,0xd988097fb8612cc24eeC14542bC03424c656005f,573945890,0x3faf3913d773f14eb4662abcb20d4a7f6ad4c163e77241e709b1f969bb6539d2,1709913695,4873056
